veri,sehir,secmen,oy,gecerli_oy,sira,parti,alinan_bel,aday,oran,oy_2019,oran_2019,ilce
ilce,İSTANBUL BÜYÜKŞEHİR BELEDİYESİ,,112.163,,35.0,CHP,,MEHMET MURAT ÇALIK,%52.83,,,BEYLİKDÜZÜ
ilce,İSTANBUL BÜYÜKŞEHİR BELEDİYESİ,,82.974,,36.0,CHP,,ORHAN ÇERKEZ,%49.22,,,ÇEKMEKÖY
ilce,İSTANBUL BÜYÜKŞEHİR BELEDİYESİ,,227.608,,37.0,CHP,,AHMET ÖZER,%49.05,,,ESENYURT
ilce,İSTANBUL BÜYÜKŞEHİR BELEDİYESİ,,135.018,,38.0,CHP,,ALPER YEĞİN,%50.59,,,SANCAKTEPE
ilce,İSTANBUL BÜYÜKŞEHİR BELEDİYESİ,,133.980,,39.0,AK PARTI,,ABDURRAHMAN DURSUN,%46.81,,,SULTANGAZİ
şehir,İZMIR BÜYÜKŞEHİR BELEDİYESİ,3.459.970,2.734.107,2.638.512,,,,,,,,
belediye başkanlığı alınan ilçeler,İZMIR BÜYÜKŞEHİR BELEDİYESİ,,1.292.118,,1.0,CHP,28,,,,,
belediye başkanlığı alınan ilçeler,İZMIR BÜYÜKŞEHİR BELEDİYESİ,,977.895,,2.0,AK PARTI,1,,,,,
belediye başkanlığı alınan ilçeler,İZMIR BÜYÜKŞEHİR BELEDİYESİ,,27.383,,3.0,MHP,1,,,,,
belediye başkanlığı,İZMIR BÜYÜKŞEHİR BELEDİYESİ,,1.292.118,,1.0,CHP,,CEMİL TUGAY,%48.97,1.550.192,%58.12,
belediye başkanlığı,İZMIR BÜYÜKŞEHİR BELEDİYESİ,,977.895,,2.0,AK PARTI,,HAMZA DAĞ,%37.06,1.032.359,%38.70,
belediye başkanlığı,İZMIR BÜYÜKŞEHİR BELEDİYESİ,,110.600,,3.0,DEM PARTI,,AKIN BİRDAL,%4.19,0,%0.00,
belediye başkanlığı,İZMIR BÜYÜKŞEHİR BELEDİYESİ,,96.115,,4.0,İYI PARTI,,ÜMİT ÖZLALE,%3.64,0,%0.00,
belediye başkanlığı,İZMIR BÜYÜKŞEHİR BELEDİYESİ,,66.436,,5.0,ZAFER PARTISI,,NAŞİT BİRGÜVİ,%2.52,0,%0.00,
belediye başkanlığı,İZMIR BÜYÜKŞEHİR BELEDİYESİ,,24.428,,6.0,YENIDEN REFAH,,CEMAL ARIKAN,%0.93,0,%0.00,
belediye başkanlığı,İZMIR BÜYÜKŞEHİR BELEDİYESİ,,9.392,,7.0,TKP,,SAVAŞ SARI,%0.36,8.061,%0.30,
belediye başkanlığı,İZMIR BÜYÜKŞEHİR BELEDİYESİ,,9.283,,8.0,SAADET,,MUSTAFA ERDURAN,%0.35,30.180,%1.13,
belediye başkanlığı,İZMIR BÜYÜKŞEHİR BELEDİYESİ,,9.241,,9.0,DP,,BURCU BOSTANCIOĞLU,%0.35,11.209,%0.42,
belediye başkanlığı,İZMIR BÜYÜKŞEHİR BELEDİYESİ,,8.989,,10.0,MEMLEKET,,CÜNEYT OĞUZ,%0.34,0,%0.00,
belediye başkanlığı,İZMIR BÜYÜKŞEHİR BELEDİYESİ,,7.820,,11.0,BTP,,YÜKSEL ODABAŞI,%0.30,3.956,%0.15,
belediye başkanlığı,İZMIR BÜYÜKŞEHİR BELEDİYESİ,,6.068,,12.0,DEVA PARTISI,,SERAP KARAOSMANOĞLU,%0.23,0,%0.00,
belediye başkanlığı,İZMIR BÜYÜKŞEHİR BELEDİYESİ,,4.193,,13.0,EMEP,,KEMAL KÖROĞLU,%0.16,0,%0.00,
belediye başkanlığı,İZMIR BÜYÜKŞEHİR BELEDİYESİ,,2.773,,14.0,VATAN PARTISI,,SERHAN BOLLUK,%0.11,7.963,%0.30,
belediye başkanlığı,İZMIR BÜYÜKŞEHİR BELEDİYESİ,,2.719,,15.0,DSP,,KEMAL CEM PÜLTEN,%0.10,20.509,%0.77,
belediye başkanlığı,İZMIR BÜYÜKŞEHİR BELEDİYESİ,,1.901,,16.0,HKP,,ÖZLER ÇAKIR,%0.07,0,%0.00,
belediye başkanlığı,İZMIR BÜYÜKŞEHİR BELEDİYESİ,,1.570,,17.0,TKH,,DENİZ ÇELİK,%0.06,0,%0.00,
belediye başkanlığı,İZMIR BÜYÜKŞEHİR BELEDİYESİ,,1.539,,18.0,ANAP,,ALİ SUNGUR,%0.06,0,%0.00,
belediye başkanlığı,İZMIR BÜYÜKŞEHİR BELEDİYESİ,,1.190,,19.0,HAK-PAR,,SAİT DEMİR,%0.05,0,%0.00,
belediye başkanlığı,İZMIR BÜYÜKŞEHİR BELEDİYESİ,,1.128,,20.0,ABP,,HÜSEYİN HAN,%0.04,0,%0.00,
belediye başkanlığı,İZMIR BÜYÜKŞEHİR BELEDİYESİ,,1.111,,21.0,AB PARTI,,AYPERİ KÖSEOĞLU,%0.04,0,%0.00,
meclisi alınan ilçeler,İZMIR BÜYÜKŞEHİR BELEDİYESİ,,1.258.986,,1.0,CHP,29,,,,,
meclisi alınan ilçeler,İZMIR BÜYÜKŞEHİR BELEDİYESİ,,809.582,,2.0,AK PARTI,1,,,,,
il meclisi,İZMIR BÜYÜKŞEHİR BELEDİYESİ,,1.258.986,,1.0,CHP,,,%48.21,1.395.464,%52.68,
il meclisi,İZMIR BÜYÜKŞEHİR BELEDİYESİ,,809.582,,2.0,AK PARTI,,,%31.00,952.049,%35.94,
il meclisi,İZMIR BÜYÜKŞEHİR BELEDİYESİ,,117.783,,3.0,DEM PARTI,,,%4.51,66.580,%2.51,
il meclisi,İZMIR BÜYÜKŞEHİR BELEDİYESİ,,105.635,,4.0,İYI PARTI,,,%4.04,50.080,%1.89,
il meclisi,İZMIR BÜYÜKŞEHİR BELEDİYESİ,,86.218,,5.0,ZAFER PARTISI,,,%3.30,0,%0.00,
il meclisi,İZMIR BÜYÜKŞEHİR BELEDİYESİ,,59.975,,6.0,MHP,,,%2.30,60.350,%2.28,
il meclisi,İZMIR BÜYÜKŞEHİR BELEDİYESİ,,35.843,,7.0,TİP,,,%1.37,0,%0.00,
il meclisi,İZMIR BÜYÜKŞEHİR BELEDİYESİ,,31.453,,8.0,YENIDEN REFAH,,,%1.20,0,%0.00,
il meclisi,İZMIR BÜYÜKŞEHİR BELEDİYESİ,,15.923,,9.0,DP,,,%0.61,11.313,%0.43,
il meclisi,İZMIR BÜYÜKŞEHİR BELEDİYESİ,,15.846,,10.0,MEMLEKET,,,%0.61,0,%0.00,
il meclisi,İZMIR BÜYÜKŞEHİR BELEDİYESİ,,12.841,,11.0,TKP,,,%0.49,14.179,%0.54,
il meclisi,İZMIR BÜYÜKŞEHİR BELEDİYESİ,,11.716,,12.0,SAADET,,,%0.45,36.654,%1.38,
il meclisi,İZMIR BÜYÜKŞEHİR BELEDİYESİ,,10.045,,13.0,BTP,,,%0.38,3.120,%0.12,
il meclisi,İZMIR BÜYÜKŞEHİR BELEDİYESİ,,8.638,,14.0,DEVA PARTISI,,,%0.33,0,%0.00,
il meclisi,İZMIR BÜYÜKŞEHİR BELEDİYESİ,,4.294,,15.0,DSP,,,%0.16,34.425,%1.30,
il meclisi,İZMIR BÜYÜKŞEHİR BELEDİYESİ,,4.257,,16.0,EMEP,,,%0.16,0,%0.00,
il meclisi,İZMIR BÜYÜKŞEHİR BELEDİYESİ,,4.231,,17.0,HÜDA PAR,,,%0.16,0,%0.00,
il meclisi,İZMIR BÜYÜKŞEHİR BELEDİYESİ,,3.474,,18.0,VATAN PARTISI,,,%0.13,8.422,%0.32,
il meclisi,İZMIR BÜYÜKŞEHİR BELEDİYESİ,,3.349,,19.0,SOL PARTI,,,%0.13,0,%0.00,
il meclisi,İZMIR BÜYÜKŞEHİR BELEDİYESİ,,3.094,,20.0,TKH,,,%0.12,0,%0.00,
ilce,İZMIR BÜYÜKŞEHİR BELEDİYESİ,,27.383,,1.0,MHP,,SERKAN ACAR,%46.72,,,ALİAĞA
ilce,İZMIR BÜYÜKŞEHİR BELEDİYESİ,,14.856,,2.0,CHP,,DAVUT SAKARSU,%55.39,,,BAYINDIR
ilce,İZMIR BÜYÜKŞEHİR BELEDİYESİ,,35.758,,3.0,CHP,,TANJU ÇELİK,%51.53,,,BERGAMA
ilce,İZMIR BÜYÜKŞEHİR BELEDİYESİ,,127.635,,4.0,CHP,,ÖMER EŞKİ,%49.66,,,BORNOVA
ilce,İZMIR BÜYÜKŞEHİR BELEDİYESİ,,15.693,,5.0,CHP,,LAL DENİZLİ,%53.74,,,ÇEŞME
ilce,İZMIR BÜYÜKŞEHİR BELEDİYESİ,,11.867,,6.0,CHP,,ADİL KIRGÖZ,%38.77,,,DİKİLİ
ilce,İZMIR BÜYÜKŞEHİR BELEDİYESİ,,10.193,,7.0,CHP,,SANİYE FIÇI,%49.60,,,FOÇA
ilce,İZMIR BÜYÜKŞEHİR BELEDİYESİ,,4.474,,8.0,CHP,,İLKAY GİRGİN ERDOĞAN,%49.81,,,KARABURUN
ilce,İZMIR BÜYÜKŞEHİR BELEDİYESİ,,139.242,,9.0,CHP,,BEHİCE YILDIZ ÜNSAL,%64.76,,,KARŞIYAKA
ilce,İZMIR BÜYÜKŞEHİR BELEDİYESİ,,31.725,,10.0,CHP,,MEHMET TÜRKMEN,%44.27,,,KEMALPAŞA
ilce,İZMIR BÜYÜKŞEHİR BELEDİYESİ,,10.575,,11.0,CHP,,SEMA BODUR,%55.74,,,KINIK
ilce,İZMIR BÜYÜKŞEHİR BELEDİYESİ,,15.874,,12.0,CHP,,NASUH COŞKUN,%55.15,,,KİRAZ
ilce,İZMIR BÜYÜKŞEHİR BELEDİYESİ,,56.728,,13.0,AK PARTI,,AYDIN PEHLİVAN,%48.75,,,MENEMEN
ilce,İZMIR BÜYÜKŞEHİR BELEDİYESİ,,33.655,,14.0,CHP,,MUSTAFA TURAN,%40.99,,,ÖDEMİŞ
ilce,İZMIR BÜYÜKŞEHİR BELEDİYESİ,,15.621,,15.0,CHP,,İSMAİL YETİŞKİN,%44.11,,,SEFERİHİSAR
ilce,İZMIR BÜYÜKŞEHİR BELEDİYESİ,,8.419,,16.0,CHP,,FİLİZ CERİTOĞLU SENGEL,%34.92,,,SELÇUK
ilce,İZMIR BÜYÜKŞEHİR BELEDİYESİ,,25.699,,17.0,CHP,,HAYATİ OKUROĞLU,%46.46,,,TİRE
ilce,İZMIR BÜYÜKŞEHİR BELEDİYESİ,,55.302,,18.0,CHP,,ÖVÜNÇ DEMİR,%45.76,,,TORBALI
ilce,İZMIR BÜYÜKŞEHİR BELEDİYESİ,,32.261,,19.0,CHP,,SELÇUK BALKAN,%70.52,,,URLA
ilce,İZMIR BÜYÜKŞEHİR BELEDİYESİ,,4.589,,20.0,CHP,,ŞAKİR BAŞARAN,%55.51,,,BEYDAĞ
ilce,İZMIR BÜYÜKŞEHİR BELEDİYESİ,,119.081,,21.0,CHP,,GÖRKEM DUMAN,%41.85,,,BUCA
ilce,İZMIR BÜYÜKŞEHİR BELEDİYESİ,,98.924,,22.0,CHP,,NİLÜFER ÇINARLI MUTLU,%52.80,,,KONAK
ilce,İZMIR BÜYÜKŞEHİR BELEDİYESİ,,30.459,,23.0,CHP,,İLKAY ÇİÇEK,%46.12,,,MENDERES
ilce,İZMIR BÜYÜKŞEHİR BELEDİYESİ,,28.184,,24.0,CHP,,ONUR YİĞİT,%61.19,,,BALÇOVA
ilce,İZMIR BÜYÜKŞEHİR BELEDİYESİ,,60.989,,25.0,CHP,,ONUR EMRAH YILDIZ,%48.00,,,ÇİĞLİ
ilce,İZMIR BÜYÜKŞEHİR BELEDİYESİ,,35.586,,26.0,CHP,,ÜNAL IŞIK,%44.31,,,GAZİEMİR
ilce,İZMIR BÜYÜKŞEHİR BELEDİYESİ,,22.291,,27.0,CHP,,ERMAN UZUN,%58.60,,,NARLIDERE
ilce,İZMIR BÜYÜKŞEHİR BELEDİYESİ,,11.194,,28.0,CHP,,MUSTAFA GÜNAY,%49.83,,,GÜZELBAHÇE
ilce,İZMIR BÜYÜKŞEHİR BELEDİYESİ,,125.859,,29.0,CHP,,EMİNE HELİL İNAY KINAY,%46.32,,,KARABAĞLAR
ilce,İZMIR BÜYÜKŞEHİR BELEDİYESİ,,82.161,,30.0,CHP,,İRFAN ÖNAL,%47.06,,,BAYRAKLI
şehir,KAHRAMANMARAŞ BÜYÜKŞEHİR BELEDİYESİ,783.019,621.014,584.552,,,,,,,,
belediye başkanlığı alınan ilçeler,KAHRAMANMARAŞ BÜYÜKŞEHİR BELEDİYESİ,,88.947,,1.0,CHP,4,,,,,
belediye başkanlığı alınan ilçeler,KAHRAMANMARAŞ BÜYÜKŞEHİR BELEDİYESİ,,247.880,,2.0,AK PARTI,3,,,,,
belediye başkanlığı alınan ilçeler,KAHRAMANMARAŞ BÜYÜKŞEHİR BELEDİYESİ,,195.340,,3.0,YENIDEN REFAH,3,,,,,
belediye başkanlığı alınan ilçeler,KAHRAMANMARAŞ BÜYÜKŞEHİR BELEDİYESİ,,20.477,,4.0,İYI PARTI,1,,,,,
belediye başkanlığı,KAHRAMANMARAŞ BÜYÜKŞEHİR BELEDİYESİ,,247.880,,1.0,AK PARTI,,FIRAT GÖRGEL,%42.41,422.222,%67.60,
belediye başkanlığı,KAHRAMANMARAŞ BÜYÜKŞEHİR BELEDİYESİ,,195.340,,2.0,YENIDEN REFAH,,MUHAMMED AYDOĞAR,%33.42,0,%0.00,
belediye başkanlığı,KAHRAMANMARAŞ BÜYÜKŞEHİR BELEDİYESİ,,88.947,,3.0,CHP,,MUKADDES ZEYNEP ARIKAN,%15.22,170.407,%27.28,
belediye başkanlığı,KAHRAMANMARAŞ BÜYÜKŞEHİR BELEDİYESİ,,20.477,,4.0,İYI PARTI,,MESUT DEDEOĞLU,%3.50,0,%0.00,
belediye başkanlığı,KAHRAMANMARAŞ BÜYÜKŞEHİR BELEDİYESİ,,8.628,,5.0,ZAFER PARTISI,,GÖKHAN CANLI,%1.48,0,%0.00,
belediye başkanlığı,KAHRAMANMARAŞ BÜYÜKŞEHİR BELEDİYESİ,,3.484,,6.0,DEVA PARTISI,,TANER BARIŞIK,%0.60,0,%0.00,
belediye başkanlığı,KAHRAMANMARAŞ BÜYÜKŞEHİR BELEDİYESİ,,3.223,,7.0,DEM PARTI,,ALİ ARDIÇ,%0.55,0,%0.00,
belediye başkanlığı,KAHRAMANMARAŞ BÜYÜKŞEHİR BELEDİYESİ,,2.267,,8.0,BTP,,ALİ TÜRK,%0.39,5.412,%0.87,
belediye başkanlığı,KAHRAMANMARAŞ BÜYÜKŞEHİR BELEDİYESİ,,2.221,,9.0,MEMLEKET,,CUMA AKPINAR,%0.38,0,%0.00,
belediye başkanlığı,KAHRAMANMARAŞ BÜYÜKŞEHİR BELEDİYESİ,,1.645,,10.0,DSP,,AHMET ARSLAN,%0.28,7.628,%1.22,
belediye başkanlığı,KAHRAMANMARAŞ BÜYÜKŞEHİR BELEDİYESİ,,1.408,,11.0,MILLI YOL,,RAMAZAN DAĞCI,%0.24,0,%0.00,
belediye başkanlığı,KAHRAMANMARAŞ BÜYÜKŞEHİR BELEDİYESİ,,1.221,,12.0,HÜDA PAR,,ADEM KILINÇ,%0.21,0,%0.00,
meclisi alınan ilçeler,KAHRAMANMARAŞ BÜYÜKŞEHİR BELEDİYESİ,,219.429,,1.0,AK PARTI,3,,,,,
meclisi alınan ilçeler,KAHRAMANMARAŞ BÜYÜKŞEHİR BELEDİYESİ,,193.868,,2.0,YENIDEN REFAH,3,,,,,
meclisi alınan ilçeler,KAHRAMANMARAŞ BÜYÜKŞEHİR BELEDİYESİ,,73.419,,3.0,CHP,3,,,,,
meclisi alınan ilçeler,KAHRAMANMARAŞ BÜYÜKŞEHİR BELEDİYESİ,,27.693,,4.0,İYI PARTI,1,,,,,
il meclisi,KAHRAMANMARAŞ BÜYÜKŞEHİR BELEDİYESİ,,219.429,,1.0,AK PARTI,,,%38.10,381.511,%61.51,
il meclisi,KAHRAMANMARAŞ BÜYÜKŞEHİR BELEDİYESİ,,193.868,,2.0,YENIDEN REFAH,,,%33.66,0,%0.00,
il meclisi,KAHRAMANMARAŞ BÜYÜKŞEHİR BELEDİYESİ,,73.419,,3.0,CHP,,,%12.75,37.404,%6.03,
il meclisi,KAHRAMANMARAŞ BÜYÜKŞEHİR BELEDİYESİ,,27.693,,4.0,İYI PARTI,,,%4.81,117.748,%18.98,
il meclisi,KAHRAMANMARAŞ BÜYÜKŞEHİR BELEDİYESİ,,12.403,,5.0,BÜYÜK BIRLIK,,,%2.15,38.836,%6.26,
il meclisi,KAHRAMANMARAŞ BÜYÜKŞEHİR BELEDİYESİ,,9.268,,6.0,ZAFER PARTISI,,,%1.61,0,%0.00,
il meclisi,KAHRAMANMARAŞ BÜYÜKŞEHİR BELEDİYESİ,,8.597,,7.0,MHP,,,%1.49,10.581,%1.71,
il meclisi,KAHRAMANMARAŞ BÜYÜKŞEHİR BELEDİYESİ,,5.826,,8.0,SAADET,,,%1.01,13.935,%2.25,
il meclisi,KAHRAMANMARAŞ BÜYÜKŞEHİR BELEDİYESİ,,3.841,,9.0,DEVA PARTISI,,,%0.67,0,%0.00,
il meclisi,KAHRAMANMARAŞ BÜYÜKŞEHİR BELEDİYESİ,,3.295,,10.0,BTP,,,%0.57,4.741,%0.76,
il meclisi,KAHRAMANMARAŞ BÜYÜKŞEHİR BELEDİYESİ,,3.246,,11.0,MEMLEKET,,,%0.56,0,%0.00,
il meclisi,KAHRAMANMARAŞ BÜYÜKŞEHİR BELEDİYESİ,,2.718,,12.0,DEM PARTI,,,%0.47,2.729,%0.44,
ilce,KAHRAMANMARAŞ BÜYÜKŞEHİR BELEDİYESİ,,17.945,,1.0,AK PARTI,,KORAY KIRAÇ,%43.28,,,AFŞİN
ilce,KAHRAMANMARAŞ BÜYÜKŞEHİR BELEDİYESİ,,11.071,,2.0,AK PARTI,,AHMET SİNAN GÖKŞEN,%50.91,,,ANDIRIN
ilce,KAHRAMANMARAŞ BÜYÜKŞEHİR BELEDİYESİ,,23.083,,3.0,CHP,,ERKAN GÜRBÜZ,%37.17,,,ELBİSTAN
ilce,KAHRAMANMARAŞ BÜYÜKŞEHİR BELEDİYESİ,,16.390,,4.0,YENIDEN REFAH,,SELİM CÜCE,%57.33,,,GÖKSUN
ilce,KAHRAMANMARAŞ BÜYÜKŞEHİR BELEDİYESİ,,15.990,,5.0,CHP,,HAYDAR İKİZER,%45.44,,,PAZARCIK
ilce,KAHRAMANMARAŞ BÜYÜKŞEHİR BELEDİYESİ,,21.325,,6.0,YENIDEN REFAH,,MEHMET KARACA,%52.71,,,TÜRKOĞLU
ilce,KAHRAMANMARAŞ BÜYÜKŞEHİR BELEDİYESİ,,2.734,,7.0,CHP,,HARUN VİCDAN,%40.84,,,EKİNÖZÜ
ilce,KAHRAMANMARAŞ BÜYÜKŞEHİR BELEDİYESİ,,3.654,,8.0,CHP,,İLHAMİ BOZAN,%53.77,,,NURHAK
ilce,KAHRAMANMARAŞ BÜYÜKŞEHİR BELEDİYESİ,,5.043,,9.0,İYI PARTI,,YEMLİHA GÖKTAŞ,%37.31,,,ÇAĞLAYANCERİT
ilce,KAHRAMANMARAŞ BÜYÜKŞEHİR BELEDİYESİ,,50.004,,10.0,YENIDEN REFAH,,MEHMET AKPINAR,%46.16,,,DULKADİROĞLU
ilce,KAHRAMANMARAŞ BÜYÜKŞEHİR BELEDİYESİ,,88.466,,11.0,AK PARTI,,HANİFİ TOPTAŞ,%40.74,,,ONİKİŞUBAT
şehir,KARABÜK BELEDİYESİ,82.395,64.063,61.022,,,,,,,,
belediye başkanlığı alınan ilçeler,KARABÜK BELEDİYESİ,,20.572,,1.0,AK PARTI,4,,,,,
belediye başkanlığı alınan ilçeler,KARABÜK BELEDİYESİ,,6.770,,2.0,CHP,1,,,,,
belediye başkanlığı alınan ilçeler,KARABÜK BELEDİYESİ,,16.039,,3.0,MHP,1,,,,,
belediye başkanlığı,KARABÜK BELEDİYESİ,,20.572,,1.0,AK PARTI,,ÖZKAN ÇETİNKAYA,%33.71,24.874,%38.96,
belediye başkanlığı,KARABÜK BELEDİYESİ,,16.039,,2.0,MHP,,RAFET VERGİLİ,%26.28,25.429,%39.83,
belediye başkanlığı,KARABÜK BELEDİYESİ,,13.919,,3.0,YENIDEN REFAH,,İSMAİL ÖZER,%22.81,0,%0.00,
belediye başkanlığı,KARABÜK BELEDİYESİ,,6.770,,4.0,CHP,,BAYRAM KARADAĞ,%11.09,0,%0.00,
belediye başkanlığı,KARABÜK BELEDİYESİ,,1.251,,5.0,SAADET,,ORHAN GÖKMEN,%2.05,893,%1.40,
belediye başkanlığı,KARABÜK BELEDİYESİ,,1.074,,6.0,ZAFER PARTISI,,ALİ AYHAN ŞENSOY,%1.76,0,%0.00,
belediye başkanlığı,KARABÜK BELEDİYESİ,,710,,7.0,İYI PARTI,,ABDULLAH ADATEPE,%1.16,11.550,%18.09,
belediye başkanlığı,KARABÜK BELEDİYESİ,,188,,8.0,BTP,,MEHMET FURKAN AYDIN,%0.31,134,%0.21,
belediye başkanlığı,KARABÜK BELEDİYESİ,,129,,9.0,DEM PARTI,,EMİNE KAYA,%0.21,0,%0.00,
belediye başkanlığı,KARABÜK BELEDİYESİ,,76,,10.0,DSP,,ELA SOYLU,%0.12,192,%0.30,
belediye başkanlığı,KARABÜK BELEDİYESİ,,68,,11.0,AP,,ÖMER AYDOĞDU,%0.11,0,%0.00,
belediye başkanlığı,KARABÜK BELEDİYESİ,,53,,12.0,MILLET,,KAMİL ŞENTÜRK,%0.09,0,%0.00,
belediye başkanlığı,KARABÜK BELEDİYESİ,,45,,13.0,TKH,,NURSEL KARARLI,%0.07,0,%0.00,
belediye başkanlığı,KARABÜK BELEDİYESİ,,41,,14.0,HKP,,CEMALETTİN ERDEMCİ,%0.07,0,%0.00,
belediye başkanlığı,KARABÜK BELEDİYESİ,,28,,15.0,HÜDA PAR,,AHMET URAL,%0.05,0,%0.00,
belediye başkanlığı,KARABÜK BELEDİYESİ,,26,,16.0,HAK-PAR,,İSMAİL KESEN,%0.04,0,%0.00,
meclisi alınan ilçeler,KARABÜK BELEDİYESİ,,51.956,,1.0,AK PARTI,4,,,,,
meclisi alınan ilçeler,KARABÜK BELEDİYESİ,,27.523,,2.0,CHP,1,,,,,
meclisi alınan ilçeler,KARABÜK BELEDİYESİ,,30.142,,3.0,MHP,1,,,,,
il meclisi,KARABÜK BELEDİYESİ,,51.956,,1.0,AK PARTI,,,%36.63,62.908,%43.04,
il meclisi,KARABÜK BELEDİYESİ,,30.142,,2.0,MHP,,,%21.25,41.171,%28.17,
il meclisi,KARABÜK BELEDİYESİ,,27.523,,3.0,CHP,,,%19.41,22.929,%15.69,
il meclisi,KARABÜK BELEDİYESİ,,19.362,,4.0,YENIDEN REFAH,,,%13.65,0,%0.00,
il meclisi,KARABÜK BELEDİYESİ,,3.620,,5.0,İYI PARTI,,,%2.55,13.452,%9.20,
il meclisi,KARABÜK BELEDİYESİ,,3.002,,6.0,ZAFER PARTISI,,,%2.12,0,%0.00,
il meclisi,KARABÜK BELEDİYESİ,,2.543,,7.0,SAADET,,,%1.79,2.919,%2.00,
il meclisi,KARABÜK BELEDİYESİ,,971,,8.0,BTP,,,%0.68,510,%0.35,
il meclisi,KARABÜK BELEDİYESİ,,481,,9.0,BÜYÜK BIRLIK,,,%0.34,2.060,%1.41,
il meclisi,KARABÜK BELEDİYESİ,,350,,10.0,SOL PARTI,,,%0.25,0,%0.00,
il meclisi,KARABÜK BELEDİYESİ,,312,,11.0,HÜDA PAR,,,%0.22,0,%0.00,
il meclisi,KARABÜK BELEDİYESİ,,272,,12.0,DEVA PARTISI,,,%0.19,0,%0.00,
il meclisi,KARABÜK BELEDİYESİ,,257,,13.0,DP,,,%0.18,0,%0.00,
il meclisi,KARABÜK BELEDİYESİ,,246,,14.0,TİP,,,%0.17,0,%0.00,
il meclisi,KARABÜK BELEDİYESİ,,216,,15.0,MILLET,,,%0.15,0,%0.00,
il meclisi,KARABÜK BELEDİYESİ,,156,,16.0,VATAN PARTISI,,,%0.11,0,%0.00,
il meclisi,KARABÜK BELEDİYESİ,,119,,17.0,DSP,,,%0.08,213,%0.15,
il meclisi,KARABÜK BELEDİYESİ,,118,,18.0,DEM PARTI,,,%0.08,0,%0.00,
ilce,KARABÜK BELEDİYESİ,,861,,1.0,MHP,,HÜSNÜ AKIN,%61.85,,,EFLANİ
ilce,KARABÜK BELEDİYESİ,,1.870,,2.0,AK PARTI,,SERKAN CIVA,%49.68,,,ESKİPAZAR
ilce,KARABÜK BELEDİYESİ,,20.572,,3.0,AK PARTI,,ÖZKAN ÇETİNKAYA,%33.71,,,MERKEZ
ilce,KARABÜK BELEDİYESİ,,195,,4.0,AK PARTI,,AHMET ŞAHİN,%49.74,,,OVACIK
ilce,KARABÜK BELEDİYESİ,,14.016,,5.0,CHP,,ELİF KÖSE,%47.22,,,SAFRANBOLU
ilce,KARABÜK BELEDİYESİ,,3.590,,6.0,AK PARTI,,ŞEKİP SERTAŞ KARAKAŞ,%56.75,,,YENİCE
şehir,KARAMAN BELEDİYESİ,121.543,95.568,91.574,,,,,,,,
belediye başkanlığı alınan ilçeler,KARAMAN BELEDİYESİ,,22.023,,1.0,AK PARTI,3,,,,,
belediye başkanlığı alınan ilçeler,KARAMAN BELEDİYESİ,,45.095,,2.0,MHP,2,,,,,
belediye başkanlığı alınan ilçeler,KARAMAN BELEDİYESİ,,16.502,,3.0,CHP,1,,,,,
belediye başkanlığı,KARAMAN BELEDİYESİ,,45.095,,1.0,MHP,,SAVAŞ KALAYCI,%49.24,35.921,%39.55,
belediye başkanlığı,KARAMAN BELEDİYESİ,,22.023,,2.0,AK PARTI,,MEVLÜT AKGÜN,%24.05,34.907,%38.44,
belediye başkanlığı,KARAMAN BELEDİYESİ,,16.502,,3.0,CHP,,RECEP SERTÇELİK,%18.02,14.698,%16.18,
belediye başkanlığı,KARAMAN BELEDİYESİ,,3.530,,4.0,YENIDEN REFAH,,DURDU ELİF ÇELİKTAŞ,%3.85,0,%0.00,
belediye başkanlığı,KARAMAN BELEDİYESİ,,1.183,,5.0,SAADET,,MEHMET KARAKAŞ,%1.29,2.100,%2.31,
belediye başkanlığı,KARAMAN BELEDİYESİ,,1.113,,6.0,ZAFER PARTISI,,METİN İÇEL,%1.22,0,%0.00,
belediye başkanlığı,KARAMAN BELEDİYESİ,,1.019,,7.0,İYI PARTI,,NİHAL TÜMENE,%1.11,2.933,%3.23,
belediye başkanlığı,KARAMAN BELEDİYESİ,,224,,8.0,BTP,,ABDURRAHMAN KAPLAN,%0.24,92,%0.10,
belediye başkanlığı,KARAMAN BELEDİYESİ,,209,,9.0,MILLET,,SALİH MISRAL,%0.23,0,%0.00,
belediye başkanlığı,KARAMAN BELEDİYESİ,,164,,10.0,DEM PARTI,,ZOZAN EFETÜRK,%0.18,0,%0.00,
belediye başkanlığı,KARAMAN BELEDİYESİ,,143,,11.0,DEVA PARTISI,,MÜSLÜM DOĞAN,%0.16,0,%0.00,
belediye başkanlığı,KARAMAN BELEDİYESİ,,101,,12.0,HÜDA PAR,,YUNUS YILMAZ,%0.11,0,%0.00,
belediye başkanlığı,KARAMAN BELEDİYESİ,,69,,13.0,TKP,,MUSTAFA BAŞ,%0.08,101,%0.11,
meclisi alınan ilçeler,KARAMAN BELEDİYESİ,,42.721,,1.0,AK PARTI,3,,,,,
meclisi alınan ilçeler,KARAMAN BELEDİYESİ,,53.077,,2.0,MHP,2,,,,,
meclisi alınan ilçeler,KARAMAN BELEDİYESİ,,30.847,,3.0,CHP,1,,,,,
il meclisi,KARAMAN BELEDİYESİ,,53.077,,1.0,MHP,,,%35.71,42.969,%28.62,
